MTurk_ID	Role	Topic 1	Position 1	Topic 2	Position 2	Topic 3	Position 3	Username 1	Username 2	Username 3	Username 4	Username 5	Username 6	Username 7	Username 8	Strategy
A2MPOAEQ25ZJAD	participant	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	No	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly disapprove	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly disapprove	Luke_2004								
A3DAMO1OF24IS9	participant	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very likely	How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?	Strongly oppose	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly disapprove	Bradley_3491								
A1Y7SQXBA6DYTN	participant	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly disapprove	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	No	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very likely	Jenna_7728								
A3GWRDHAURRNK6	observer							Connor_3067								
A233GOCNYJF1N2	participant	How active of a role should the United States play in world affairs?	We should pay less attention to problems overseas and concentrate on problems here at home.	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very likely	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly disapprove	Holly_5357								
A2WUXZOY4CRF5R	observer							Jake_1468								
A3GKAXHBZFZRXU	observer							Molly_5327								
AADRZTXSE7211	participant	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very likely	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	 even at the risk of curbing economic growth."	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly approve	Amy_731								
A1GKD3NG1NNHRP	sockpuppet	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Not strong enough	How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?	Strongly favor	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	Yes	Emily_1157	Katherine_4782	Allison_5146	Cody_3922	Willie_7290	Logan_2905	Carly_9697	Connor_8304	OVERT
A1OU8F92A7M3MR	participant	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly disapprove	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly disapprove	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	 even at the risk of curbing economic growth."	Malik_3288								
AR4XFM7G1W0VQ	sockpuppet	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly disapprove	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	 even at the risk of curbing economic growth."	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly approve	Hannah_8001	Heather_938	Cole_2350	Katie_2393	Jack_1025	Jake_1010			UNRESTRICTED
AQJU0QTBRKJ3	participant	How active of a role should the United States play in world affairs?	We should pay less attention to problems overseas and concentrate on problems here at home.	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly disapprove	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly disapprove	Lucas_6227								
AKSJ3C5O3V9RB	participant	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Not strong enough	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very unlikely	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly disapprove	Heather_6355								
AU01P6YB9J5JX	observer							Bradley_8596								
A30HUZHJBOX1LK	sockpuppet	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	 even at the risk of curbing economic growth."	Do you think that foods with genetically modified ingredients are generally good or bad for your health?	Generally good	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly approve	Jenna_9375	Carly_1981	Jamal_3487	Raven_4882	Allison_8327				COVERT
A3R92SZR28XVHP	participant	How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?	Strongly oppose	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly disapprove	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	 even at the risk of curbing economic growth."	Asia_8753								
A2470VL9L4QFFS	sockpuppet	How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?	Strongly favor	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Too strong	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very likely	Dustin_3617	Tanner_6049	Holly_5408	Malik_2690					COVERT
A3RB9WPEC9YL2P	observer							Emily_1670								
A2UAHW3Q7S45JP	observer							Raven_8381								
A3F27F6XGMGR3W	observer							Heather_6953								
A27OFCQG73Z4UF	observer							Asia_9205								
A2BABL5AHUOYC7	observer							Jamal_4965								
A3ADWYJZ3391GS	participant	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very unlikely	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	 even at the risk of curbing economic growth."	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly approve	Jake_3650								
A3FJ3XMXO8UAJ0	observer							Willie_6344								
A1FQLDWJD2E21Q	participant	Do you think that foods with genetically modified ingredients are generally good or bad for your health?	Generally bad	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Not strong enough	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very unlikely	Scott_6329								
A1E235KE3CSO7H	participant	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Too strong	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	 even at the risk of curbing economic growth."	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very likely	Katherine_9625								
A2UJVL6VURZKVC	participant	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly approve	Do you think that foods with genetically modified ingredients are generally good or bad for your health?	Generally bad	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	Economic growth should be given priority, even if the environment suffers to some extent.	Emma_3690								
AY6EYIDUN6SI1	observer							Luke_8468								
A2KQ1VCW1B8QJP	participant	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	 even at the risk of curbing economic growth."	How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?	Strongly oppose	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly approve	Hannah_3076								
A3F51C49T9A34D	observer							Dustin_7176								
A1DCKRRPA4AWVD	participant	How active of a role should the United States play in world affairs?	It is best for the future of our country to be active in world affairs.	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Too strong	How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?	Strongly oppose	Kathryn_3504								
A53S7J4JGWG38	participant	How active of a role should the United States play in world affairs?	It is best for the future of our country to be active in world affairs.	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly disapprove	How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?	Strongly oppose	Lucas_391								
A25ZOL1H79DW0P	observer							Heather_3855								
A2AYD8G2NV0RNQ	participant	Do you think that foods with genetically modified ingredients are generally good or bad for your health?	Generally bad	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Not strong enough	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly approve	Hannah_8848								
ASXFMHGSF0GU6	participant	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very unlikely	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly disapprove	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	Yes	Diamond_6743								
ARI1EMAHUA9PO	sockpuppet	How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?	Strongly favor	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly disapprove	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	 even at the risk of curbing economic growth."	Molly_5679	Luke_821	Jacob_5538	Emma_9672	Jamal_3690				OVERT
A1PBFDQR599N3K	observer							Katie_2004								
AWDVZCZQZFE7K	observer							Dustin_8843								
A1M3HU7RRX0BXZ	participant	Do you think that foods with genetically modified ingredients are generally good or bad for your health?	Generally bad	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very likely	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	Yes	Luke_6521								
A36GU3OHGLDS8R	observer							Jenna_2905								
A2QD7QFGCUNF5N	participant	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly disapprove	How active of a role should the United States play in world affairs?	We should pay less attention to problems overseas and concentrate on problems here at home.	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	No	Hannah_1882								
A2JW59JRBWUMR2	observer							Katherine_3376								
A4QTROQJPURVE	participant	Do you think that foods with genetically modified ingredients are generally good or bad for your health?	Generally bad	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	No	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very likely	Logan_8684								
AF0M3066S5UF1	observer							Emma_3193								
A2CMGWK84LFT84	participant	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	No	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly approve	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Not strong enough	Jacob_2042								
A2Q59ZERX9UZOP	participant	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	Yes	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly disapprove	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Not strong enough	Holly_8264								
A7P3R1AIA4TVV	observer							Molly_2897								
A3QDBNW2H8EMFW	participant	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly disapprove	How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?	Strongly oppose	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	Economic growth should be given priority, even if the environment suffers to some extent.	Tanner_3123								
A1WOCD9SAYI07V	participant	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	 even at the risk of curbing economic growth."	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very likely	Do you think that foods with genetically modified ingredients are generally good or bad for your health?	Generally good	Amy_6254								
A34R3XWXXQSGKC	observer							Diamond_2651								
A2WYCY1FMQOD5F	participant	How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?	Strongly oppose	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	No	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	 even at the risk of curbing economic growth."	Diamond_1228								
A304JIFALQNMEQ	participant	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Not strong enough	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very unlikely	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	No	Jacob_4729								
A2HJYX70UQW9XR	observer							Logan_3614								
A3FY6THWKRYN9M	sockpuppet	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly disapprove	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly approve	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	 even at the risk of curbing economic growth."	Emily_1731	Jacob_1943	Diamond_2046	Cole_1025					OVERT
ACZD8FEKCNW1F	participant	Do you think that foods with genetically modified ingredients are generally good or bad for your health?	Generally good	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly approve	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Too strong	Asia_2703								
A38TZK07ON180S	observer							Malik_1130								
A32TIY5IZGI28V	observer							Katie_8280								
A2NHFSO7GMM8QR	observer							Luke_6520								
A1F33PWODESS7J	observer							Emma_3408								
A2I9PUZT19ZBO8	observer							Diamond_8289								
A2DC9KLE5M9G1A	participant	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Not strong enough	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very unlikely	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly disapprove	Hannah_6322								
A21Q7FCKM86VL8	participant	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly disapprove	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	No	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	Economic growth should be given priority, even if the environment suffers to some extent.	Molly_2230								
AFO9MCOXXSYY7	observer							Heather_8069								
A1DS5O8MSI3ZH0	sockpuppet	How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?	Strongly oppose	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly approve	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	Economic growth should be given priority, even if the environment suffers to some extent.	Katie_3805	Luke_5796	Asia_1230	Jenna_1369	Malik_5914	Asia_946	Holly_3702		COVERT
AZTYIBLLB60V8	participant	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Too strong	Do you think that foods with genetically modified ingredients are generally good or bad for your health?	Generally good	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly disapprove	Tanner_3719								
A26OOAGHOYSGYF	sockpuppet	How active of a role should the United States play in world affairs?	We should pay less attention to problems overseas and concentrate on problems here at home.	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	Yes	Do you think that foods with genetically modified ingredients are generally good or bad for your health?	Generally bad	Allison_8369	Katherine_5655	Carly_4809	Wyatt_2532					COVERT
A1K7W8YID78QZ7	participant	How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?	Strongly oppose	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly approve	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly approve	Logan_8001								
A1PBRKFHSF1OF8	participant	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	 even at the risk of curbing economic growth."	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly approve	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	Yes	Dustin_3123								
AURMGSGL7PUHG	observer							Malik_4405								
A3PCK918JIOTCT	observer							Katherine_7967								
A36U69I2XHMZ46	observer							Holly_3123								
A19V3A2N7GWL77	participant	Do you think that foods with genetically modified ingredients are generally good or bad for your health?	Generally good	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly approve	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly approve	Jake_9464								
A1Y3IPBBZQTWR2	observer							Jenna_153								
APV5E6BOHVUG6	observer							Allison_436								
AYVNBNVR4NO6T	observer							Connor_2506								
AU76BTADWVVT0	observer							Cody_1067								
A247TCDIBB07JC	sockpuppet	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	Yes	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	 even at the risk of curbing economic growth."	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly disapprove	Jenna_5040	Cole_7125	Kathryn_6720	Holly_2257					COVERT
A3OHYXTHW11HS7	participant	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly disapprove	How active of a role should the United States play in world affairs?	It is best for the future of our country to be active in world affairs.	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	Economic growth should be given priority, even if the environment suffers to some extent.	Luke_3460								
A1LVYEU1MRRDID	participant	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly disapprove	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very unlikely	How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?	Strongly disapprove	Asia_4026								
A3EYRDEQ7CXUMN	participant	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very likely	How active of a role should the United States play in world affairs?	It is best for the future of our country to be active in world affairs.	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly disapprove	Jenna_214								
A18XVBWB2A270I	observer							Katherine_2323								
A101TTS7WAVXAV	observer							Luke_8661								
AYZ85PU887QY1	participant	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Not strong enough	How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?	No	How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority	Economic growth should be given priority, even if the environment suffers to some extent.	Heather_4346								
A3HXHW0ZGBNCTG	participant	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly approve	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very likely	Do you think that foods with genetically modified ingredients are generally good or bad for your health?	Generally good	Jacob_6146								
A33Z6BHAJUGCHY	observer							Heather_6067								
A3DJ43JL312TBQ	participant	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very unlikely	How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?	Strongly approve	How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?	Strongly favor	Lucas_3690								
A28ANDQ58MEMGW	participant	How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?	Strongly favor	Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?	Too strong	How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?	Very unlikely	Molly_9336								
A25XQ0GFZ57PPU	observer							Molly_8684								
